Start Time		2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01
DE Onshore 2977 BR 52.5 14.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	91.83333333	188.0454545	282.6195652	372.5	462.35	561.3461538	669.0185185	769.5	858.3362069	925.6666667	926.4166667	929.25	925.25	922.75	924.6666667	921.4166667	920.6666667	927.4166667	933.8333333	928.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75
DE Onshore 3062 BR 53.0 11.875 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	91.83333333	188.0454545	282.6195652	372.5	462.35	561.3461538	669.0185185	769.5	858.3362069	925.6666667	926.4166667	929.25	925.25	922.75	924.6666667	921.4166667	920.6666667	927.4166667	933.8333333	928.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75
DE Onshore 3064 BR 53.0 13.125 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	91.83333333	188.0454545	282.6195652	372.5	462.35	561.3461538	669.0185185	769.5	858.3362069	925.6666667	926.4166667	929.25	925.25	922.75	924.6666667	921.4166667	920.6666667	927.4166667	933.8333333	928.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	929.1666667	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75	1096.75
DE Onshore 2168 BW 48.0 9.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	27.3015873	54.03030303	91.73913043	130.3333333	167.2666667	206.6923077	244.5679012	279.6190476	307.6551724	329.6666667	330.6666667	331.7777778	330.3333333	329.4444444	330.1111111	329	328.6666667	331.1111111	333.3333333	331.3333333	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667
DE Onshore 2255 BW 48.5 8.125 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	27.3015873	54.03030303	91.73913043	130.3333333	167.2666667	206.6923077	244.5679012	279.6190476	307.6551724	329.6666667	330.6666667	331.7777778	330.3333333	329.4444444	330.1111111	329	328.6666667	331.1111111	333.3333333	331.3333333	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667
DE Onshore 2435 BW 49.5 9.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	27.3015873	54.03030303	91.73913043	130.3333333	167.2666667	206.6923077	244.5679012	279.6190476	307.6551724	329.6666667	330.6666667	331.7777778	330.3333333	329.4444444	330.1111111	329	328.6666667	331.1111111	333.3333333	331.3333333	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667	331.6666667
DE Onshore 2170 BY 48.0 10.625 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	21.54761905	40.60606061	61.93478261	85.11111111	110.6333333	137.9615385	165.4074074	193.0952381	218.6896552	244.2777778	254.2777778	255.0555556	253.9444444	253.2777778	253.7777778	252.8888889	252.6666667	254.5555556	256.2777778	254.7222222	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
DE Onshore 2172 BY 48.0 11.875 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	21.54761905	40.60606061	61.93478261	85.11111111	110.6333333	137.9615385	165.4074074	193.0952381	218.6896552	244.2777778	254.2777778	255.0555556	253.9444444	253.2777778	253.7777778	252.8888889	252.6666667	254.5555556	256.2777778	254.7222222	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
DE Onshore 2262 BY 48.5 12.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	21.54761905	40.60606061	61.93478261	85.11111111	110.6333333	137.9615385	165.4074074	193.0952381	218.6896552	244.2777778	254.2777778	255.0555556	253.9444444	253.2777778	253.7777778	252.8888889	252.6666667	254.5555556	256.2777778	254.7222222	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
DE Onshore 2348 BY 49.0 10.625 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	21.54761905	40.60606061	61.93478261	85.11111111	110.6333333	137.9615385	165.4074074	193.0952381	218.6896552	244.2777778	254.2777778	255.0555556	253.9444444	253.2777778	253.7777778	252.8888889	252.6666667	254.5555556	256.2777778	254.7222222	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
DE Onshore 2438 BY 49.5 11.25 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	21.54761905	40.60606061	61.93478261	85.11111111	110.6333333	137.9615385	165.4074074	193.0952381	218.6896552	244.2777778	254.2777778	255.0555556	253.9444444	253.2777778	253.7777778	252.8888889	252.6666667	254.5555556	256.2777778	254.7222222	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
DE Onshore 2440 BY 49.5 12.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	21.54761905	40.60606061	61.93478261	85.11111111	110.6333333	137.9615385	165.4074074	193.0952381	218.6896552	244.2777778	254.2777778	255.0555556	253.9444444	253.2777778	253.7777778	252.8888889	252.6666667	254.5555556	256.2777778	254.7222222	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
DE Onshore 2613 HE 50.5 9.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	59.83333333	123.1363636	192.6521739	296.3333333	433.1	590.7692308	754.7037037	925.1428571	1068.517241	1174.666667	1178.5	1182.166667	1177	1173.833333	1176.333333	1172.166667	1171.166667	1179.833333	1187.833333	1180.833333	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182
DE Onshore 2701 HE 51.0 8.75 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	59.83333333	123.1363636	192.6521739	296.3333333	433.1	590.7692308	754.7037037	925.1428571	1068.517241	1174.666667	1178.5	1182.166667	1177	1173.833333	1176.333333	1172.166667	1171.166667	1179.833333	1187.833333	1180.833333	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182	1182
DE Onshore 3151 MV 53.5 11.875 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	95.92857143	210.0909091	305.9347826	403.8333333	508.6	614.6538462	704.2777778	770.5714286	817.137931	860.1666667	844.8333333	847.3333333	843.6666667	841.5	843.1666667	840.3333333	839.5	845.6666667	851.5	846.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667
DE Onshore 3242 MV 54.0 13.125 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	95.92857143	210.0909091	305.9347826	403.8333333	508.6	614.6538462	704.2777778	770.5714286	817.137931	860.1666667	844.8333333	847.3333333	843.6666667	841.5	843.1666667	840.3333333	839.5	845.6666667	851.5	846.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	847.3333333	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667	1000.166667
DE Onshore 2608 NRW 50.5 6.25 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2697 NRW 51.0 6.25 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2698 NRW 51.0 6.875 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2699 NRW 51.0 7.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2787 NRW 51.5 6.875 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2788 NRW 51.5 7.5 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2789 NRW 51.5 8.125 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2790 NRW 51.5 8.75 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2878 NRW 52.0 8.125 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	34.04232804	69.23232323	101.5652174	133.2592593	165.7777778	198.3333333	227.1111111	253.7777778	276.137931	296.8518519	298.6296296	299.5555556	298.2592593	297.4444444	298.0740741	297.037037	296.7777778	298.962963	301.037037	299.2222222	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185	299.5185185
DE Onshore 2792 NS 51.5 10.0 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 2880 NS 52.0 9.375 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
DE Onshore 2881 NS 52.0 10.0 100M Generator NWST	100M	0	0	0	0	0	0	0	0	0	0	0	52.06060606	104.3636364	157.2332016	207.5757576	257.0727273	305.4545455	345.6397306	381.5324675	408.9780564	433.1515152	431.6666667	432.969697	431.0909091	429.969697	430.8484848	429.3333333	428.969697	432.1515152	435.0909091	432.4848485	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	432.9090909	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303	511.030303
