Start Time	2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01	
DE Onshore RFLZ_South 2431 49.5 6.875 70M Generator NWST	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	367.6868837	370.3598023	397.8884857	412.7122407	418.0179207	422.9361117	422.202666	418.5098773	410.4628257	403.438746	400.2859527	401.5117547	399.7720793	398.7122153	399.5419067	398.1448133	397.807584	400.7409447	403.4869553	401.0567627	401.463579	404.5372402	407.5595913	410.5299312	413.4475984	416.3119719	419.1224704	421.8785531	424.5797195	427.2255092	429.8155017	432.349317	434.8266146	437.2470937	439.6104929	441.91659	444.1652016	446.3561826	448.4894264	450.5648635	452.5824621	454.542227	456.4441991	458.2884553	460.0751073	461.8043017	463.4762188	465.0910725	466.6491092	468.1506073	469.5958768	470.9852579	472.3191211	473.597866	474.8219205	475.9917403	477.107808	478.1706325	479.1807478	480.1387127	481.0451098	481.9005445	482.7056447	483.4610595	484.1674587	484.8255319	485.4359877	485.9995531	486.5169723	486.9890062	487.4164318	487.800041	488.1406402	488.4390491	488.6961007	488.9126396	489.0895223	489.2276156	489.3277964	489.3909508	0
DE Onshore RFLZ_South 2520 50.0 6.875 70M Generator NWST	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	367.6868837	370.3598023	397.8884857	412.7122407	418.0179207	422.9361117	422.202666	418.5098773	410.4628257	403.438746	400.2859527	401.5117547	399.7720793	398.7122153	399.5419067	398.1448133	397.807584	400.7409447	403.4869553	401.0567627	401.463579	404.5372402	407.5595913	410.5299312	413.4475984	416.3119719	419.1224704	421.8785531	424.5797195	427.2255092	429.8155017	432.349317	434.8266146	437.2470937	439.6104929	441.91659	444.1652016	446.3561826	448.4894264	450.5648635	452.5824621	454.542227	456.4441991	458.2884553	460.0751073	461.8043017	463.4762188	465.0910725	466.6491092	468.1506073	469.5958768	470.9852579	472.3191211	473.597866	474.8219205	475.9917403	477.107808	478.1706325	479.1807478	480.1387127	481.0451098	481.9005445	482.7056447	483.4610595	484.1674587	484.8255319	485.4359877	485.9995531	486.5169723	486.9890062	487.4164318	487.800041	488.1406402	488.4390491	488.6961007	488.9126396	489.0895223	489.2276156	489.3277964	489.3909508	0
DE Onshore BAV_North 2527 50.0 11.25 70M Generator NWST	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	573.297835	594.477161	703.482252	782.1392797	836.201774	895.626821	943.4128797	978.6198417	991.2731977	989.0088577	992.1647873	995.2031093	990.89108	988.264059	990.3205653	986.857674	986.0218037	993.2925487	1000.098921	994.075348	995.0836993	1002.702199	1010.193519	1017.555923	1024.78777	1031.88752	1038.853734	1045.685071	1052.380291	1058.938251	1065.35791	1071.638326	1077.778655	1083.778151	1089.636167	1095.352152	1100.925651	1106.356304	1111.643847	1116.788109	1121.78901	1126.646561	1131.360866	1135.932113	1140.36058	1144.64663	1148.790711	1152.793352	1156.655164	1160.376838	1163.95914	1167.402916	1170.709083	1173.878631	1176.912621	1179.812184	1182.578514	1185.212873	1187.716585	1190.091036	1192.337668	1194.457982	1196.453536	1198.325937	1200.076847	1201.707973	1203.221073	1204.617949	1205.900445	1207.070447	1208.129881	1209.080711	1209.924933	1210.664582	1211.30172	1211.838442	1212.27687	1212.619154	1212.867466	1213.024003	0
DE Onshore BW_Ulm 2258 48.5 10.0 70M Generator NWST	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.43140693	80.0992248	92.10663757	91.26506813	91.06604377	91.22673497	90.21610097	89.0911129	87.13606003	85.53513603	84.49199933	84.75074053	84.3835314	84.15981627	84.3349468	84.0400496	83.96886753	84.58803863	85.16766413	84.65470123	84.74057167	85.38935731	86.02731247	86.65428914	87.27014773	87.8747571	88.4679946	89.04974607	89.61990585	90.17837675	90.72507006	91.25990552	91.78281126	92.29372381	92.792588	93.2793569	93.75399181	94.21646213	94.66674529	95.1048267	95.53069961	95.94436502	96.34583159	96.73511552	97.11224042	97.47723722	97.83014399	98.17100585	98.49987484	98.81680972	99.12187589	99.41514521	99.69669586	99.96661218	100.2249845	100.471909	100.7074876	100.9318276	101.1450419	101.3472482	101.5385697	101.7191341	101.8890739	102.0485262	102.1976323	102.3365378	102.4653923	102.5843492	102.6935655	102.793202	102.8834226	102.9643945	103.0362879	103.0992758	103.153534	103.1992408	103.2365771	103.2657257	103.2868718	103.3002023	0
DE Onshore BW_Ulm 2347 49.0 10.0 70M Generator NWST	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.43140693	80.0992248	92.10663757	91.26506813	91.06604377	91.22673497	90.21610097	89.0911129	87.13606003	85.53513603	84.49199933	84.75074053	84.3835314	84.15981627	84.3349468	84.0400496	83.96886753	84.58803863	85.16766413	84.65470123	84.74057167	85.38935731	86.02731247	86.65428914	87.27014773	87.8747571	88.4679946	89.04974607	89.61990585	90.17837675	90.72507006	91.25990552	91.78281126	92.29372381	92.792588	93.2793569	93.75399181	94.21646213	94.66674529	95.1048267	95.53069961	95.94436502	96.34583159	96.73511552	97.11224042	97.47723722	97.83014399	98.17100585	98.49987484	98.81680972	99.12187589	99.41514521	99.69669586	99.96661218	100.2249845	100.471909	100.7074876	100.9318276	101.1450419	101.3472482	101.5385697	101.7191341	101.8890739	102.0485262	102.1976323	102.3365378	102.4653923	102.5843492	102.6935655	102.793202	102.8834226	102.9643945	103.0362879	103.0992758	103.153534	103.1992408	103.2365771	103.2657257	103.2868718	103.3002023	0
DE Offshore Baltic_Sea 3327 54.5 10.625 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore Baltic_Sea 3331 54.5 13.125 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore Baltic_Sea 3422 55.0 14.375 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore Baltic_Sea 3510 55.5 13.75 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Bottom_Corner 3235 54.0 8.75 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Far 3409 55.0 6.25 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Middle 3322 54.5 7.5 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Middle 3323 54.5 8.125 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Middle 3410 55.0 6.875 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Middle 3411 55.0 7.5 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Near 3412 55.0 8.125 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Near_Mid_West  3234 54.0 8.125 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Near_Very_West 3231 54.0 6.25 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Near_West 3233 54.0 7.5 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Offshore North_Sea_Very_Far 3408 55.0 5.625 85M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
DE Onshore MecklenburgVorpommern 3151 53.5 11.875 85M Generator NWST	359.4030993	392.3516783	425.3002573	458.2488363	491.197415	524.1459943	557.094573	590.043152	622.991731	655.94031	592.613126	671.582768	770.325746	781.7973223	807.7048213	847.624518	887.8601353	905.531759	898.9497343	877.704362	860.153012	844.7735887	847.3605523	843.6890973	841.452334	843.2033357	840.2548747	839.5431773	845.7338153	851.5290663	846.4003257	847.2588813	853.7456135	860.1240597	866.39274	872.5502587	878.5953048	884.5266519	890.3431585	896.0437683	901.6275096	907.0934955	912.4409233	917.6690747	922.7773149	927.7650923	932.6319379	937.3774646	942.0013664	946.5034178	950.8834728	955.1414639	959.2774012	963.2913713	967.183536	970.9541316	974.6034671	978.1319233	981.5399514	984.8280713	987.996871	991.0470041	993.9791891	996.7942078	999.4929032	1002.076179	1004.544996	1006.900374	1009.143385	1011.275158	1013.296872	1015.209755	1017.015086	1018.71419	1020.308436	1021.799239	1023.188053	1024.476375	1025.665737	1026.757712	1027.753904	1028.655954	1029.465532	1030.184341	1030.814111	1031.356599	1031.813589	1032.186886	1032.478322	1032.689746	1032.823029	0
DE Onshore MecklenburgVorpommern 3154 53.5 13.75 85M Generator NWST	359.4030993	392.3516783	425.3002573	458.2488363	491.197415	524.1459943	557.094573	590.043152	622.991731	655.94031	592.613126	671.582768	770.325746	781.7973223	807.7048213	847.624518	887.8601353	905.531759	898.9497343	877.704362	860.153012	844.7735887	847.3605523	843.6890973	841.452334	843.2033357	840.2548747	839.5431773	845.7338153	851.5290663	846.4003257	847.2588813	853.7456135	860.1240597	866.39274	872.5502587	878.5953048	884.5266519	890.3431585	896.0437683	901.6275096	907.0934955	912.4409233	917.6690747	922.7773149	927.7650923	932.6319379	937.3774646	942.0013664	946.5034178	950.8834728	955.1414639	959.2774012	963.2913713	967.183536	970.9541316	974.6034671	978.1319233	981.5399514	984.8280713	987.996871	991.0470041	993.9791891	996.7942078	999.4929032	1002.076179	1004.544996	1006.900374	1009.143385	1011.275158	1013.296872	1015.209755	1017.015086	1018.71419	1020.308436	1021.799239	1023.188053	1024.476375	1025.665737	1026.757712	1027.753904	1028.655954	1029.465532	1030.184341	1030.814111	1031.356599	1031.813589	1032.186886	1032.478322	1032.689746	1032.823029	0
DE Onshore SchleswigHolstein 3413 55.0 8.75 85M Generator NWST	359.4030993	392.3516783	425.3002573	458.2488363	491.197415	524.1459943	557.094573	590.043152	622.991731	655.94031	1228.714253	1274.574166	1309.928498	1300.44514	1293.147149	1295.159447	1302.902273	1294.352296	1283.608122	1261.052359	1244.005023	1233.350579	1237.127488	1231.767245	1228.501621	1231.058044	1226.753357	1225.714295	1234.752488	1243.213425	1235.725578	1236.979051	1246.449535	1255.761924	1264.914058	1273.903897	1282.72953	1291.389164	1299.881134	1308.203897	1316.356035	1324.336252	1332.143377	1339.776361	1347.234278	1354.516322	1361.621808	1368.550171	1375.300964	1381.873859	1388.268641	1394.485213	1400.523589	1406.383896	1412.06637	1417.571355	1422.899303	1428.050771	1433.026415	1437.826997	1442.453374	1446.9065	1451.187425	1455.297289	1459.237324	1463.008849	1466.613267	1470.052066	1473.326813	1476.439153	1479.39081	1482.183577	1484.81932	1487.299973	1489.627537	1491.804076	1493.831714	1495.712635	1497.449077	1499.043336	1500.497754	1501.814727	1502.996694	1504.046139	1504.965589	1505.757609	1506.424803	1506.969809	1507.395299	1507.703973	1507.898563	0
DE Onshore Hamburg 3147 53.5 9.375 85M Generator NWST	359.4030993	392.3516783	425.3002573	458.2488363	491.197415	524.1459943	557.094573	590.043152	622.991731	655.94031	1228.714253	1274.574166	1309.928498	1300.44514	1293.147149	1295.159447	1302.902273	1294.352296	1283.608122	1261.052359	1244.005023	1233.350579	1237.127488	1231.767245	1228.501621	1231.058044	1226.753357	1225.714295	1234.752488	1243.213425	1235.725578	1236.979051	1246.449535	1255.761924	1264.914058	1273.903897	1282.72953	1291.389164	1299.881134	1308.203897	1316.356035	1324.336252	1332.143377	1339.776361	1347.234278	1354.516322	1361.621808	1368.550171	1375.300964	1381.873859	1388.268641	1394.485213	1400.523589	1406.383896	1412.06637	1417.571355	1422.899303	1428.050771	1433.026415	1437.826997	1442.453374	1446.9065	1451.187425	1455.297289	1459.237324	1463.008849	1466.613267	1470.052066	1473.326813	1476.439153	1479.39081	1482.183577	1484.81932	1487.299973	1489.627537	1491.804076	1493.831714	1495.712635	1497.449077	1499.043336	1500.497754	1501.814727	1502.996694	1504.046139	1504.965589	1505.757609	1506.424803	1506.969809	1507.395299	1507.703973	1507.898563	0
DE Onshore Bran_South 2886 52.0 13.125 85M Generator NWST	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	642.874945	689.517841	722.236255	744.9823447	770.5518157	810.8739533	860.175215	897.7638733	921.9085393	925.639466	926.3999683	929.2368983	925.2106883	922.7577967	924.6779893	921.4446333	920.6641677	927.4529777	933.808195	928.1838893	929.1254033	936.238917	943.2336816	950.1080741	956.860564	963.4897136	969.994178	976.3727056	982.6241377	988.7474089	994.7415464	1000.60567	1006.338993	1011.940817	1017.41054	1022.747645	1027.951709	1033.022396	1037.959459	1042.762737	1047.432157	1051.96773	1056.369551	1060.637797	1064.772727	1068.77468	1072.644074	1076.381403	1079.987238	1083.462223	1086.807076	1090.022584	1093.109604	1096.069061	1098.901946	1101.609314	1104.19228	1106.652023	1108.989779	1111.20684	1113.304556	1115.284328	1117.147608	1118.895898	1120.53075	1122.053759	1123.466565	1124.770849	1125.968336	1127.060786	1128.049996	1128.937801	1129.726065	1130.416686	1131.011592	1131.512738	1131.922106	1132.241701	1132.473554	1132.619715	0
DE Onshore Bran_West 2974 52.5 12.5 85M Generator NWST	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	642.874945	689.517841	722.236255	744.9823447	770.5518157	810.8739533	860.175215	897.7638733	921.9085393	925.639466	926.3999683	929.2368983	925.2106883	922.7577967	924.6779893	921.4446333	920.6641677	927.4529777	933.808195	928.1838893	929.1254033	936.238917	943.2336816	950.1080741	956.860564	963.4897136	969.994178	976.3727056	982.6241377	988.7474089	994.7415464	1000.60567	1006.338993	1011.940817	1017.41054	1022.747645	1027.951709	1033.022396	1037.959459	1042.762737	1047.432157	1051.96773	1056.369551	1060.637797	1064.772727	1068.77468	1072.644074	1076.381403	1079.987238	1083.462223	1086.807076	1090.022584	1093.109604	1096.069061	1098.901946	1101.609314	1104.19228	1106.652023	1108.989779	1111.20684	1113.304556	1115.284328	1117.147608	1118.895898	1120.53075	1122.053759	1123.466565	1124.770849	1125.968336	1127.060786	1128.049996	1128.937801	1129.726065	1130.416686	1131.011592	1131.512738	1131.922106	1132.241701	1132.473554	1132.619715	0
DE Onshore Brandeburg_North 3062 53.0 11.875 85M Generator NWST	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	642.874945	689.517841	722.236255	744.9823447	770.5518157	810.8739533	860.175215	897.7638733	921.9085393	925.639466	926.3999683	929.2368983	925.2106883	922.7577967	924.6779893	921.4446333	920.6641677	927.4529777	933.808195	928.1838893	929.1254033	936.238917	943.2336816	950.1080741	956.860564	963.4897136	969.994178	976.3727056	982.6241377	988.7474089	994.7415464	1000.60567	1006.338993	1011.940817	1017.41054	1022.747645	1027.951709	1033.022396	1037.959459	1042.762737	1047.432157	1051.96773	1056.369551	1060.637797	1064.772727	1068.77468	1072.644074	1076.381403	1079.987238	1083.462223	1086.807076	1090.022584	1093.109604	1096.069061	1098.901946	1101.609314	1104.19228	1106.652023	1108.989779	1111.20684	1113.304556	1115.284328	1117.147608	1118.895898	1120.53075	1122.053759	1123.466565	1124.770849	1125.968336	1127.060786	1128.049996	1128.937801	1129.726065	1130.416686	1131.011592	1131.512738	1131.922106	1132.241701	1132.473554	1132.619715	0
DE Onshore Brandenburg_North_East 3065 53.0 13.75 85M Generator NWST	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	642.874945	689.517841	722.236255	744.9823447	770.5518157	810.8739533	860.175215	897.7638733	921.9085393	925.639466	926.3999683	929.2368983	925.2106883	922.7577967	924.6779893	921.4446333	920.6641677	927.4529777	933.808195	928.1838893	929.1254033	936.238917	943.2336816	950.1080741	956.860564	963.4897136	969.994178	976.3727056	982.6241377	988.7474089	994.7415464	1000.60567	1006.338993	1011.940817	1017.41054	1022.747645	1027.951709	1033.022396	1037.959459	1042.762737	1047.432157	1051.96773	1056.369551	1060.637797	1064.772727	1068.77468	1072.644074	1076.381403	1079.987238	1083.462223	1086.807076	1090.022584	1093.109604	1096.069061	1098.901946	1101.609314	1104.19228	1106.652023	1108.989779	1111.20684	1113.304556	1115.284328	1117.147608	1118.895898	1120.53075	1122.053759	1123.466565	1124.770849	1125.968336	1127.060786	1128.049996	1128.937801	1129.726065	1130.416686	1131.011592	1131.512738	1131.922106	1132.241701	1132.473554	1132.619715	0
DE Onshore Bremerhaven 3146 53.5 8.75 85M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	680.305613	685.5141277	690.6356942	695.6691244	700.6132975	705.4671607	710.2297295	714.9000874	719.4773859	723.960845	728.3497525	732.6434639	736.8414025	740.9430585	744.9479891	748.8558175	752.6662331	756.3789901	759.9939075	763.510868	766.9298174	770.2507638	773.4737768	776.5989863	779.626582	782.5568121	785.3899822	788.1264547	790.7666471	793.3110313	795.7601325	798.1145273	800.3748435	802.5417582	804.6159965	806.5983307	808.4895786	810.2906024	812.0023072	813.6256397	815.1615873	816.611176	817.9754695	819.255568	820.4526064	821.5677534	822.6022097	823.5572071	824.4340069	825.2338985	825.9581984	826.6082487	827.1854156	827.6910886	828.1266788	828.4936179	828.7933568	829.0273647	829.1971274	829.3041467	0
DE Onshore NS_Bremen 3057 53.0 8.75 85M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	680.305613	685.5141277	690.6356942	695.6691244	700.6132975	705.4671607	710.2297295	714.9000874	719.4773859	723.960845	728.3497525	732.6434639	736.8414025	740.9430585	744.9479891	748.8558175	752.6662331	756.3789901	759.9939075	763.510868	766.9298174	770.2507638	773.4737768	776.5989863	779.626582	782.5568121	785.3899822	788.1264547	790.7666471	793.3110313	795.7601325	798.1145273	800.3748435	802.5417582	804.6159965	806.5983307	808.4895786	810.2906024	812.0023072	813.6256397	815.1615873	816.611176	817.9754695	819.255568	820.4526064	821.5677534	822.6022097	823.5572071	824.4340069	825.2338985	825.9581984	826.6082487	827.1854156	827.6910886	828.1266788	828.4936179	828.7933568	829.0273647	829.1971274	829.3041467	0
DE Onshore NS_Goslar 2882 52.0 10.625 85M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	680.305613	685.5141277	690.6356942	695.6691244	700.6132975	705.4671607	710.2297295	714.9000874	719.4773859	723.960845	728.3497525	732.6434639	736.8414025	740.9430585	744.9479891	748.8558175	752.6662331	756.3789901	759.9939075	763.510868	766.9298174	770.2507638	773.4737768	776.5989863	779.626582	782.5568121	785.3899822	788.1264547	790.7666471	793.3110313	795.7601325	798.1145273	800.3748435	802.5417582	804.6159965	806.5983307	808.4895786	810.2906024	812.0023072	813.6256397	815.1615873	816.611176	817.9754695	819.255568	820.4526064	821.5677534	822.6022097	823.5572071	824.4340069	825.2338985	825.9581984	826.6082487	827.1854156	827.6910886	828.1266788	828.4936179	828.7933568	829.0273647	829.1971274	829.3041467	0
DE Onshore NS_Sichau 2972 52.5 11.25 85M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	680.305613	685.5141277	690.6356942	695.6691244	700.6132975	705.4671607	710.2297295	714.9000874	719.4773859	723.960845	728.3497525	732.6434639	736.8414025	740.9430585	744.9479891	748.8558175	752.6662331	756.3789901	759.9939075	763.510868	766.9298174	770.2507638	773.4737768	776.5989863	779.626582	782.5568121	785.3899822	788.1264547	790.7666471	793.3110313	795.7601325	798.1145273	800.3748435	802.5417582	804.6159965	806.5983307	808.4895786	810.2906024	812.0023072	813.6256397	815.1615873	816.611176	817.9754695	819.255568	820.4526064	821.5677534	822.6022097	823.5572071	824.4340069	825.2338985	825.9581984	826.6082487	827.1854156	827.6910886	828.1266788	828.4936179	828.7933568	829.0273647	829.1971274	829.3041467	0
